Category,Message
0,"Though many of you already know, today is my last day here at Enron.
I am leaving to pursue my culinary interests full time and have accepted a baking/pastry apprenticeship with the Deer Valley Resort in Park City, Utah for the winter season.
I am happy to have spent the past 3 years working with such a fun and intelligent group of people.
I sincerely wish all of you the best in your future endeavors.
Please don't hesitate to look me up if you are in the Park City area, vacation planning, or considering some radical career change like this...ha.
It would be great to see old friends up there.
Forwarding info is below:
"
0,"Eric - it was good to see you again after all this time.
Sounds like you are well on your way to making things happen for yourself.
Anyway - I am definitely new in this town as far as I am concerned.
So - I don't want to burden you with spending any time with my sorry ass - but to the extent that you want to grab your girlfriend and a friend of hers - I would always be willing to venture out.
I definitely need to meet some new people.
In any event, I'm sure that we will run into each other plenty at the gym, etc.
Talk to you soon Eric.
"
0,"Hello Eric,  It was great to speak with you this afternoon.
Thank you for taking my phone call.
As mentioned, Intercontinental Staffing Group is primarily focused on serving the energy trading industry, bringing together top energy trading talent with the worlds leading energy trading companies.
Our search consultants have past experience in either trading or brokering energy commodities.
This gives us a distinct advantage with respect to our knowledge of and exposure to the energy trading industry.
We are currently working on filling several trading and marketing/origination positions throughout the US.
If you know of someone who is looking for a new career opportunity, please contact me at the phone number listed below or feel free to email me at possibilities@istaffinggroup.com.
Also, please refer to our website - www.istaffinggroup.com - for a complete listing of the open positions.
We do offer a referral fee if we are successful in placing one of your recommendations.
Any information provided will be completely confidential.
Thank you for your time.
I look forward to speaking with you.
"
0,"Hi Eric,  Would you and Shanna please do me a huge favor on the way over on Saturday?
Please stop at Kroger or Randall's and buy 5 or 6 balloons for Dad's birthday.
I sure would appreciate that and I am sure he will too.
LU-M
"
0,"Hey, I missed your wonderful response on Monday.
Tim filled me in.
I was on a plane to Notre Dame on Monday when I heard the wonderful news of my termination.
Oh well, life's a bitch!
No bets for the LSU game, but I feel that LSU should give the Vols.
a run for their money.
Texas finally wised up and gave Major the start...Mack must need to win this bowl game?
Oh well, have fun at work.
I have to go back to sleep.
"
0,"Subject: Bumper Sticker            As seen on a bumper sticker:     IT'S GOD'S RESPONSIBILITY TO FORGIVE BIN LADEN.
IT'S OUR RESPONSIBILITY TO ARRANGE THE MEETING.
* United States Marine Corps *
"
0,"Dear eBill Customer:  We're upgrading our eBill program to help serve you better.
Your eBill account will be available to view on our new Web site - www.reliant.com/myaccount - beginning with your February bill.
We've changed our bill to make it easier for our customers to understand.
To introduce you to our new bill format, you will receive a paper copy of your February bill, in addition to receiving it online.
You can continue to pay your eBill as you normally would by logging on to our new Web site, www.reliant.com/myaccount.
There is no need for you to respond to the paper bill, or to take any other action except to make a note of your new Reliant Energy Residential Services account number for your records.
If you pay your eBill using an online bill payment service, such as one offered by your bank, Yahoo, or Quicken Direct Pay, you will need to update your account number information with them to ensure correct processing of your online payment.
You will be able to continue to view your eBill information for January 2002 and prior months by logging on to ebill.reliantenergy.com/logon  We thank you for your continued use of Reliant Energy eBill.
If you have any questions, please contact us toll free at 1-866-222-7100.
Sincerely,
"
0,"Eric:  I trust everything is going well as Enron.
I am actively pursuing a job out here at Mcdonalds.
""Would you like fries with that""...I practice on a regular basis.
In any case, I would like to pick up the Patriots Defense and the Steelers Defense as free agent pick ups, if still possible.
I would like to drop Engram and the Titans defense.
Please let me know.
Thanks
"
0,"Eric,  Your W-2 is correct.
Did you add in your imputed income and subtract the pre-tax?
Gross, less pre-tax, plus imputed = Box 1 taxable income.
Please call if you still have questions.
Valley 57925
"
0,"I wanted to try to set a day where we can all get fitted for our Tuxedos for the wedding.
I would like to get it done sometime in the very near future.
It should not take mor than a couple of hours.
Would you all be available Saturday December 29?
Please let me know if this date does not work.
Jason
"
0,"""I bring you good news of great joy that will be for all the people.
Today in the town of David a Savior has been born to you; he is Christ the Lord.""
Luke 2:10, 11  Dear Americans,  As we prepare to celebrate the birthday of Jesus Christ, let me take this opportunity to wish you a joyous Christmas celebration and peace in the New Year.
May the true meaning of Christmas, God's gift of His own son as our savior, be yours in this holiday season and throughout the New Year.
May God continue to bless our nation and its leaders, especially President George Bush, as we confront an enemy who hates everything this nation stands for -- peace,
"
0,"Dear Eric,  If you have last minute shopping to do, Omaha Steaks can still get  your gift there in time for Christmas!
But hurry, you must order by  9 a.m. (CST) Saturday, December 22nd and select Overnight Delivery to  ensure your package arrives before Christmas Day!
Since you'll need to select Overnight Shipping to ensure Christmas  Delivery, we are also taking an additional $24.00 discount off the  price of each of these e-mail specials!
If you don't need it there by  December 24th, you'll still save the extra $24.00!
Simply select your  shipping service when completing your order.
"
0,"Thank you is nice.
But cash is even better.
Happy Holidays from SBC!
We wanted to do more than just say thanks to our customers who view
"
0,"Hi Folks,  Here's the lates from our friend Bob Harris of the www.tflreport.com on Washington RB Stephen Davis.
Joe  /////////////////////////////////////   SKINS WILL ASK DAVIS TO PULL THE LOAD AGAINST CHICAGO... Posted Friday December 21, 2001 @ 03:55 PT   Washington running back Stephen Davis has been remarkably durable this season.
He heads into his 14th game of the season and hasn't missed a game so far, the first time in the past two seasons he has been able to do that.
However, Davis -- listed as questionable this week with a bruised knee -- is
"
1,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment.
Your e-mail has been quarantined and is being held at the MailSweeper server.
Sender:  lwbthemarine@alltel.net
"
0,"This is a notice to inform you that the server where your Outlook mailbox resides is scheduled for an outage tonight.
Your mailbox will be temporarily unavailable starting anytime after 11pm and may continue to be unavailable until 1 a.m., when all server maintenance work have been completed.
Outlook Web Access (OWA) will also be unavailable during this time.
Blackberry users:  Message delivery may be delayed for a few minutes.
If you have any questions, please call the Resolution Center at x31411.
"
0,"This Beautiful Mother & Baby Turtle Crystal Set will be yours for a mere $4.95!
Turtles Going Home.
This mother and baby tutle set inspires the most enchanting atmosphere.
This crystal contains 24% to 30% lead with strict quality control.
They were specifically ordered by oversea distributors which in turn resale to department stores.
Due to the Economic downturn, the distributor went bankrupt, which also brought down the manufacturer.
We were able to pick up the inventory at pennies on a dollar, on the whole sale level.
We just pass the saving to you.
That's why you're seeing rediculus prices here.
Similar item like this sell for more than $95 in retail store, but it will be yours for $4.95 .
To qualify for this invitation, please fill out the following questions.
Your responses will in no way go into your personal profile.
We are interested in statistical data only.
Questions	 Response	 Do you own or use any kind of PDA(Personal Digital Assistant)?
yes  no  	 Do you own or use a digital camera or camcorder?
yes  no  	 Do you own or use a Sony game console such as PS1,PS2 or Gameboy?
yes  no  	 Do you own or use a MP3 player?
yes  no  	 Do you own or use a DVD player?
yes  no  	 Group Profile:	  Area Code 	 Gender: Male  Female 	 Age Group select below 18 and below 19-30 31-45 46-60 60+ 	 Income select below less than 20k 20-30k 30-40k 40-60k 60-80k 80-100k 100k+ 	  After you selected your choices, don't forget to
"
0,"Dear Americans,  When I send out a breaking news update from MillionsofAmericans.com many people write back to me thanking me for the information and asking me about my sources.
Like Rush Limbaugh, many times, I refer to the  Washington Times often.
I find The Washington Times National Weekly Edition  to be well written and right on top of the issues.
In fact, The Times has repeatedly scooped all other news sources on major national issues like the Clinton  scandals.
Perhaps more important, The Washington  Times National Weekly Edition  reports stories the  liberal news media intentionally ignores because it does not fit their version of the news.
If you want to stay truly informed and get the facts about what's really happening in the world, I strongly suggest that you read The Washington Times National Weekly Edition.
I could not do without The Times to combat the liberalism of the Washington Post.
Now there's a way that you too can have what I do -- by reading the Washington Times National Weekly
"
0,"Jason C. Bass was unable to find a Wish List for you at Amazon.com and asked us to send you e-mail, requesting that you create one.
Now--we don't presume to tell you what to do.
But if someone wanted to
"
0,"Gentlemen and ladies,  Check it out, OSU beat OU (NO ONE thought THAT was possible) we are going to  the Big 12 Championship game VS. Colorado.
Damn we're smooth.
Hook'em Horns.
Brett.
AUSTIN -- Texas coach Mack Brown was channel surfing through college
"
0,"> >      There is a bigger picture.
For you.... > >      Facts of Life >      1.
At least 2 people in this world love you so much they would die for >         you.
>      2.
At least 15 people in this world love you in someway.
>      3.
The only reason anyone would ever hate you is because they want to >         be just like you.
>      4.
A smile from you can bring happiness to anyone, even if they don't >         like you.
>      5.
Every night, SOMEONE thinks about you before they go to sleep.
>      6.
You mean the world to someone.
>      7.
If not for you, someone may not be living.
>      8.
You are special and unique.
>      9.
Someone that you don't even know exists, loves you.
>     10.
When you make the biggest mistake ever, something good comes from it.
>     11.
When you think the world has turned its back on you, take a look: >         you most likely turned your back on the world.
>     12.
When you think you have no chance of getting what you want, you >         probably won't get it, but if you believe in yourself, probably, >         sooner or later, you will get it.
>     13.
Always remember the compliments you received.
Forget about the rude >         remarks.
>     14.
Always tell someone how you feel about them; you will feel much >         better when they know.
>     15.
If you have a great friend, take the time to let them know that >         they are great.
> >
"
1,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment.
Your e-mail has been quarantined and is being held at the MailSweeper server.
Sender:  lwbthemarine@alltel.net
"
0,"Your P&L tonight was down 7,500, including Elsa and Carey.
Storage was 9,000  up.
The AGA was 133 withdrawal.
Your position is short 40.
We'll see you  tomorrow.
Dave and Bryan
"
0,"Hey Danny,  When does the next flag football season start at the YMCA?
We would like to  play in the next league.
Also,  are you planning to have another flag football tournament this  summer?
If so, when?
Thanks,
"
1,"Rob,  I don't know if you can help me with this, but I need to get a new stack  manager logon ID created under my name ( ebass logon).
Can you help?
If not  please forward to the relevant party.
Thanks,
"
0,"Edie,  Here is the updated EOL data for the Texas Region.
2000 DATA 2000 EOL Trades = 13,500 2000 EOL Volume = 2.5 TCF   2001 DATA 2001 Plan EOL Trades = 17,500 2001 Plan EOL Trades/Month = 1,460 2001 EOL Volume = 3 TCF  Could you please update the plan numbers for Tom?
Thanks,
"
0,"Everyone should be in the draft room now at  basketball.commissioner.com/efba.
follow the draft link and go to draft room  and click on html draft.
I am settin the order right now
"
0,"We are getting a group together to play paintaball tomorrow at around 10 am.
We will be playing at Adventure Village (just north of Intercontinental  Airport on FM 1960).
Their website is www.adventurevillage.com.
The total  cost should be somewhere between $30-$40 per person ( about $15 for a gun and  $6 per 100 paintballs).
Let me know if you can make it.
"
0,"Rob,  I know we have visited before on this product, but now I would like to go  ahead up.
I need to set up a Gas Daily Index product priced off of IF Katy.
The short name would be IF GD/D Katy.
Thanks,
"
0,"Just as clarification - we start 6 players and have weekly scoring in haed to  head matchups.
You can chage your lineup before each day's worth of action.
Your sixth man can be any position.
The draft order will be determind at  10:30.
"
0,"Since the NBA season begins tonight, we need to have the fantasy basketball  draft today @ 10:30 AM.
Tell me if this is ok.
If you do not remember the  rules, go to the link below and scroll down to the bottom of the page to the  rules link.
The Academy will roll once again!
And by the way plove, it is last day for everyone.
You can take 1 minute out  of every half hour today to make a pick.
Everyone else has agreed.
Besides  it won't be as much fun without my whipping boy again.
basketball.commissioner.com/efba   I never heard anything back from Walker's Westies so The Rounders are taking  his spot.
"
0,"I was wondering if ya'll wanted to have a happy hour on Friday for Tim and  Louise in honor of their recent engagement.
Do you have any ideas on places  to go?
Let me know
"
0,"Can both of you forward the telluride pictures to me so I can get them  developed?
Dad - they reside in the ""my documents"" folder under the ""my pictures""  heading.
Thanks,
"
0,"Hi Mom,  Where are we staying in Telluride again?
I have been looking at some  restaurants on telluride.org - it looks like they have some nice places.
Maybe we should look into doing a sleigh ride or snowmobile dinner outing one  night.
"
0,"Do you want to go to Austin tonight?
I have an extra ticket to the game  tomorrow.
We will be back to Houston by 5 tomorrow.
Let me know.
Eric
"
0,"Hey Michael,  I just wanted to confirm my position on the team.
I know you have already  talked to Luis Mena about putting together a team, and I would like to be on  that team.
Hopefully this year we can practice a little more and take home the  championship.
Hook 'em.
Eric x3-0977
"
0,"Dan,  I work for Tom Martin on the Texas Gas Trading Desk and he has some questions  on EOL ""Force Majeure"" language.
Specifically, we buy/sell gas at the Exxon  Katy Plant and were wondering the ""Force Majeure"" ramifications of the the  Plant closing due to freeze-offs, i.e.
can we claim Force Majeure in that  instance and what remedies are provided for in the EOL contract language?
Additionally, we buy/sell gas at HPL pooling points such as Agua Dulce Pool  and were curious about the Force Majeure provisions and remedies for these  pooling zones.
I do not know if you are the right person to contact regarding this  information, but if you can provide any insight I would greatly appreciate it.
Thanks in advance.
Sincerely,
"
0,"Please disregard the changes to the Agua Dulce product below.
Instead I need to change the Corpus Chr PoolX product.
Please remove Koch  Refinery (Meter #1244) from the Corpus product.
The applicable product numbers are 27661, 27662, 27663, 27660.
Thanks,
"
0,"Could you please remove Koch Bayside (meter #3537) from the delivery point on  the US Gas Phy HPL/AguaD product?
The applicable product numbers are 33462, 33464, 33491, and 33492.
Thanks,
"
0,"Our game tonight is at 7:00.
Please try to make it by 6:30.
As of now we have eight people.
Tim - can you see if Micah can play again?
"
0,"Plove is going to go to Dallas.
We are going to leave next Friday when he  gets done (7ish) and go up for the game.
The game is at 11 in the morning,  so we will come home directly after it.
Plove says he has a friend who has a  place in Dallas that we can crash at if we don't want to pay for a hotel.
Do you want to go?
"
0,"Don,  Here is the information that you requested.
My resume is updated up to my  last rotation (Risk Mgmt).
My current rotation is in Texas Gas Trading and  my supervisor is Tom Martin.
My supervisor in Risk Mgmt.
was Brenda Herod.
Let me know if you need anything else.
Thanks,
"
0,"Here is the detail on the new products:  THOMPSONVILLE Receipt Pts Lobo Thompsonville (Meter #9648) Tejas Thompsonville (Meter #6351) PG&E Thompsonville (Meter #6296)   Delivery Pt.
NGPL Thomsponville (Meter #1342)     AGUA DULCE Receipt Pts.
PG&E Riverside (Meter #6040) PG&E Agua Dulce (Meter #584) Tennesee Agua Dulce (Meter #574) Lobo Agua Dulce (Meter #7038) Tejas Gregory (Meter #3358) Channel Agua Dulce (Meter #3500) MOPS/NNG Tivoli (Meter #5674) Tomcat (Meter #553)   Delivery Pts.
Tejas Riverside (Meter #3543) NGPL Riverside (Meter #3545) Channel Agua Dulce (Meter #3500) Tenessee Agua Dulce (Meter #694) Koch Bayside (Meter #3537)   We would like to get these products out by bid week if at all possible.
Let me know if you have further questions.
Thanks,
"
0,"So,  I think Jason is going to go to the game now.
So, I need to buy you and  Mom tickets.
Before I do that, do you have any friends at UH or UT (maybe  Mr. Hamilton) that might have tickets.
If not, we can get some through a  ticket broker or through a scalper the day of the game (probably the better  way).
Let me know
"
0,"My tickets are in the student section for the game - I have four.
I don't  know if you want to sit in the student section b/c you really won't be  sitting much - most of the students stand up the entire game.
So, if you  want to sit, we need to work on getting some seats in the alumni section.
Jason - if you and Donnita want to come, you can have my two extra seats in  the student section, assuming what I said above is correct.
Let me know
"
0,"Gary,  What is the market for IAH Jan-Mar HDD swaps (we are looking to BUY)?
How  does this compare to the 30 yr avg?
Thanks for your help.
"
0,"Unfortunately the Dream Matchup has been nixed by the Cotton Bowl.
UT is no  longer in consideration for a Cotton Bowl berth.
It would have been fun to  see how you fare against a top 5 team.
Maybe we will see you next year.
Of course, you will have to make it to the  Rose Bowl.
Good luck in Dallas!
Hook 'Em Texas Longhorns - 2001 National Champs
"
0,"Texas' first football game is this weekend and I have tickets for each of  you.
I would like to leave around 3:00 on Friday to go to Austin.
We will  come back on Saturday after the game.
Let me know today if you still want to go.
"
0,"Remember:  The free add/drop period will end on Wednesday Aug30 at noon.
After that  point, we will submit add/drop bids to Pat at pryder@enron.com.
To review:  add/drops will be done through an auction system.
If you want to  pick up a player you need to submit a bid by e-mail to Pat by 5:00 PM on  Wednesday of every week.
The person with the highest bid will receive the  player ($0 bids are acceptable).
Each team will start with $100 auction dollars.
Each week the team with the  lowest total points year to date will get $12 added back to their total, the  team with the highest YTD pt total will get $1 added back and teams in the  middle will get their according dollar amount based on their rank in YTD pts.
ALL TRADES WILL BE ASSESSED A $5.00 flat fee.
Also, let me know how you want to handle dues (a total of $110).
Should I  collect them up front ?
"
0,"we had said we were going to vote on trades.
we have had our first trade.
some people have come to me requesting a vote   please go to the website and vote on the trade between the the Lie Downs and  the Rounders
"
0,"Rob,  I need to get a new gas daily product created.
This product will be settled  daily against the Katy Plant Tailgate under the East-Houston-Katy subheading  in Gas Daily.
Call with questions.
Thanks,
"
0,"i will give you schroeder and raymont harris.
that is a fair offer considering your predicament at rb.
by the way engram was drafted in the eight round, so was harris, and  schroeder was drafted in the 10th  that is an 8 and a 10 for 8
"
0,"Muhsin Muhammed and Elvis Grbac for Jeff Garcia, Raymont Harris, and Wayne  Chrebet?
Gives you starting QB and depth at RB (all 4 of your RBs will likely not play  week 1 and maybe 2).
Let me know
"
0,"I was thinking that there would be a moratorium on the bidding process for  free agents until the start of the season.
If you disagree, let me know.
The moratorium will last until noon on Wednesday, August 30th.
You can have  no more than 17 players on your roster at any time.
"
0,"We have a new flag football season starting up in september.
Let me know if  you are still interested in playing.
If you are, I need $5 from everyone.
"
0,"I am taking a vote on if we need to redraw the draft order.
Some, have said  that it is not fair for Steve to be handed the 6th slot.
Let me know what  you think.
"
0,"I know you had asked for some info on Texas previously.
Sorry it is so late,  but here is a map of Tx pieplines.
The most notable (that are no on the  current pipeline map) are Oasis, Lonestar, Valero, and HPL.
Thanks,
"
0,"We are going to meet at El Tiempo tonight for drinks at around 9:00 - 9:30.
Let me know if you can make it.
Eric
"
0,"I offered you my 1 and 3 for your 1 and 4.
I can throw in my 5 for your 6.
Let me know.
Eric
"
0,"Last year we played with a mandatory Tight End.
Do you want to continue this  and thus start 1 QB, 2 RBs, 3WRs, 1 TE, 1 K, 1 Def?
Also,  I need to know if you would prefer to determine the draft order prior  to the draft.
I would prefer to do this b/c it gives the opportunity to plan  and trade your picks.
Let me know.
Eric
"
0,"It looks like we have our 12 teams.
We will probably keep the same rules  from last year unless anybody has an objection.
Still to be determined are  league fees, draft date , and free agent pickup protocol.
I suggest that we  draft on August 27th at the Enron building on floor 26.
For those of you  that can't make it, you can draft over the internet.
We will be using cbs  sportsline again - I think that will be $8/person.
Let me know if anyone has a problem with the draft date, i.e.
can't make it,  too early, too late.
If not, THE MEXIMULLETS look forward to a return to Prominence this year.
You all do not stand a chance!
"
0,"It is coming up on that time again.
The most glorious time of year.
The  time of the year when life begins anew.
No, not spring, FOOTBALL SEASON!
That being said, it is time to start thinking about fantasy football again.
I need to know who of you is interested in playing again, and any suggestions  on rule changes (i.e.
scoring, fees, etc.).
I was thinking about having the  draft in late August.
Let me know if you have any friends that you think might want to play.
"
1,"Celeste,  I am writing to get some clarification on how the recent changes to the  program affect my eligibility for promotion.
At the end of last year you  informed me that I was not eligible for promotion to associate until the mid  year review (my 2 year anniversary).
It was my impression that the only  reason that I was held back from promotion into the associate program was  tenure.
Now, after reading the memo, it seems as if I will not be eligible  for promotion to associate until I complete 3 years in the program.
I am wondering if I am still eligible for promotion to associate during this  PRC?
Thank you in advance for your prompt attention to this matter.
Eric Bass x3-0977
"
0,"I was thinking that if we run trips on offense the other team won't know what  hit them.
So I will draw up some plays.
What do you think?
"
0,"You had to hit below the belt.
We were having a friendly shit talking  contest, which, by the way, you started, and then you took the gloves off.
What's up with that?
"
0,"I am trying to create the WkD for other areas beside HPL/HSX E but keep  getting an error msg for length.
Is there a way to truncate these products  so that we can trade them on eol?
Thanks,
"
0,"We are going to be rolling out a new product on EOL starting this bidweek.
This product will be for physical delivery only on the weekdays (no weekend  delivery).
Currently, the EOL/Sitara Bridge cannot handle this type of  logic, so these deals will have to be input manually.
Let me know if you have further questions.
Eric
"
1,"Dale/Melba,  I need a gas daily monthly index to be set up for both Carthage Hub and Agua  Dulce Hub.
We will be trading basis swaps off of this differential.
Call with questions.
Thanks,
"
1,"Earl,  James McKay referred me to you for information regarding historical  throughput numbers on HPL.
Ed Gottlob and I are looking at ways to hedge the  pipe and need this data as far back as can accurately be obtained.
Thanks,
"
0,"Here is the wh data.
I have included the file for February only.
Keep in  mind that some deals, such as Costilla, have multiple tickets in the system  so it is impossible to estimate accrual revenue/expense in the system  accurately.
I have made top level adjustments to these deals.
"
0,"We have a game tonight at 6:45.
Please try to be there by 6:30.
Let me know  whether or not you will be at the game.
Eric
"
0,"We have a game tonight at 6:45.
Please try to be there by 6:30.
Let me know  whether or not you will be at the game.
Eric
"
0,"Jill,  I was wondering if I could get some information on the Costilla deal,  specifically the repurchase option.
I need to know the term, locations,  volume and strike price of the call.
Thanks,
"
1,"Tom has come to a decision on what to do with the ubiquitous accrual value.
60% of this value should be credited to Greg's Transport expense on a monthly  basis.
Tom, in turn, will cover Ed on this portion of the expense.
For example:  Accrual Value comes out to be $300,000 for the month of April.
This means that:  Greg's portion of this value is 60% of $300,000 = $180,000 Tom's portion of this value is 40% of $300,000 = $120,000  Greg's Transport Expense is ($700,000) So, Tom will cover                      $180,000 of this expense Greg's adjusted Expense is   ($520,000)  Greg's P&L is net better off by the $180,000 of accrual value Tom's P&L is net better off by $120,000  of accrual value which had not been  previously recognized.
Ed's P&L is net unchanged from all of the above.
Call with questions.
Eric x3-0977
"
0,"Dale,  The Texas Desk needs to get a new product created.
We already have a  baseload Index Corpus product.
We need to create a DAY Corpus product with  the same parameters as this baseload product.
Also, anything new on the 5 X 24?
Thanks,
"
0,"I know I might seem a little obsessed with this, but here are some of our  plays from our flag football league.
There are plays on both tabs.
I was thinking that we would start with me at left flanker, Paul Broderick at  center, Paul Burkhart at right slot, Steve at right flanker, Sarah at  blocker, and either Mike or Chris at blocker.
Let me know if you have  objections.
Also, I am sending this to Paul Burkhart so I am assuming that  he will play (P. Broderick can you confirm this?).
Steve - if you have some plays from your team that you think might work let  me know.
Let me know what you think.
Hook 'Em!
"
0,"Our first game of the new season will be Monday night.
I do not have the  time yet, but will let you know.
Please let me know if you are still  interested in playing and whether you will be available Monday or not.
Thanks,
"
0,"Here is the info on the tourney.
We are one person short and could really= =20 use your help.
Please try to let me know ASAP whether you can play so I ca= n=20 explore other alternatives.
Thanks,
"
0,"I still don't have any info on the schedule, but I do need to collect dues  for the upcoming season.
Dues are $5 and that includes a jersey and cost of  the league.
Let me know if you are still in for the season.
Eric
"
0,"Faith,  Attached is information regarding the Texas Desk as it relates to the current  Texas market, EOL performance metrics, and Post HPL Action Plan.
Please do not hesitate to call with questions.
Thanks,
"
0,"Janet,  Here is the model.
I have added unit costs.
Let me know if you have any  other questions.
I still need to get the delivery locations for the CSW deal.
Thanks,
"
0,"Hey Danny,  Here is a prospective roster for Flag Football.
All are Enron employees.
Eric Bass Brian Hoskins Tim Blanchard Matt Lenhart Luis Mena Jeff Gossett Ken Shulklapper Amir Ahanchian Nick Hiemstra  Can you tell us what night the games will be on?
When do you need the due?
Thanks,
"
0,"Attached is a listing of unresolved Issues between Tom and Greg Sharp.
I  have not included the facility charges - do you want me to add those?
Please feel free to add on to my list anything that I have left off.
"
1,"The league is complete.
Please check your fees on the website and send me a  check for what you owe.
Here are the final standings and payouts (based on what I have collected):  1) The Wranglers - $281 2) Rounders -           $108 3) PLOVE -                $43                                      $432  The amounts above will change as people pay their fees.
My address is  2512 Milam St. #5216 Houston, TX 77006  If you won $ please give me your address and I will send you a check!
Thanks,
"
0,"I left you a msg, but here is the info.
STT - map like HPL Zone #1 - Thompsonville HCO - map like HPL Zone #5 - Edna (Agua Dulce Curves)  Call with questions.
x3-0977
"
0,"Is anybody up for going to Two Rows tonight?
I promise I won't get AS drunk  tonight.
We'll be there around 8:00.
Be there or be SQUARE!.
Eric
"
1,"That sounds lika an awesome system.
My bro works for compaq and was pretty  impressed with the hardware.
Hope it didn't set you back too much.
I 'd like to get together with you when you come in.
Let me know when you  are coming and I would like my boots.
My info is:  Work # (713)853-00977 Home #(713)526-8304 Cell #(713)213-1996 Address: 2512 Milam St #5216                    Houston, TX 77006   Let me know.
eric
"
1,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 105766 KB.
Mailbox size limits:  	When your mailbox reaches 75000 KB you will receive this message.
When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button.
This method can be used on individual folders as well.
To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items.
See client Help for more information.
"
0,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 107138 KB.
Mailbox size limits:  	When your mailbox reaches 75000 KB you will receive this message.
When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button.
This method can be used on individual folders as well.
To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items.
See client Help for more information.
"
1,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment.
Your e-mail has been quarantined and is being held at the MailSweeper server.
Sender:  Stewart@mallia.com
"
0,"Two bored  casino dealers were waiting at a craps table.
A very attractive blonde  woman arrived and bet $20,000 on a single roll of the dice.
She said, ""I  hope you don't mind, but I feel much luckier when I'm completely  nude.""
With that she stripped from her neck down, rolled the dice and  yelled, ""Mama needs new clothes!""
Then she hollered...""YES!
YES!
I WON!
I  WON!""
She jumped up and down and hugged each of the dealers.
With that she  picked up all the money and clothes and quickly departed.
The dealers  just stared at each other dumbfounded.
Finally, one of them asked, ""What  did she roll?""
The other answered, ""I thought YOU were  watching!""
Moral: Not all blondes are dumb, but most men are  perverts?????
?
"
1,"You have received this message because someone has attempted to send you an e-mail from outside of Enron with an attachment type that Enron does not allow into our messaging environment.
Your e-mail has been quarantined and is being held at the MailSweeper server.
Sender:  STICHAVSKY@pct-inc.com
"
1,"Description:  White and brown, small, female, about 30 lbs.
Her name is Katy.
She has no collar or tags.
Please contact Frank or Lynn Hodges at (281) 332-7225.
Thank you!
"
0,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 109384 KB.
Mailbox size limits:  	When your mailbox reaches 75000 KB you will receive this message.
When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button.
This method can be used on individual folders as well.
To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items.
See client Help for more information.
"
0,"This warning is sent automatically to inform you that your mailbox is approaching the maximum size limit.
Your mailbox size is currently 112160 KB.
Mailbox size limits:  	When your mailbox reaches 75000 KB you will receive this message.
When your mailbox reaches 100000 KB you will no longer be able to send mail until the size of your mailbox is reduced.
To check the size of your mailbox:     Right-click the mailbox (Outlook Today),    Select Properties and click the Folder Size button.
This method can be used on individual folders as well.
To make more space available, delete any items that are no longer needed such as Sent Items and Journal entries.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
To turn Journaling off,   click Tools | Options | Journaling Options and de-select all items.
See client Help for more information.
"
0,"Your mailbox has exceeded one or more size limits set by your administrator.
Your mailbox size is 112191 KB.
Mailbox size limits: 	You will receive a warning when your mailbox reaches 75000 KB.
You cannot send mail when your mailbox reaches 100000 KB.You may not be able to send or receive new mail until you reduce your mailbox size.
To make more space available, delete any items that you are no longer using or move them to your personal folder file (.pst).
Items in all of your mailbox folders including the Deleted Items and Sent Items folders count against your size limit.
You must empty the Deleted Items folder after deleting items or the space will not be freed.
See client Help for more information.
"
0,"At my Technology Investing advisory, we reap HUGE GAINS from the opportunities other investors miss.
OUR SECRET WEAPON?
A laser-like focus on All-Tech, All-the-Time.
You see, most investment advisors pride themselves on a broad reach across dozens of industries.
They claim that gives you more opportunities to profit.
But that's JUST BALONEY.
There's no way one individual -- or even a substantial team -- can spread
"
